train_losses	train_accuracies	val_losses	val_accuracies
1.744882808396714	0.33278900839011205	1.4478905773238036	0.4311781932867763
1.2516015292932419	0.534264316684498	1.151690508524935	0.5620635278215814
1.0201453944706247	0.6263866208682921	0.9510054924273765	0.6560036044154088
0.9347603903260342	0.665690635733994	0.867131454876399	0.694300518134715
0.8478770215565425	0.6947463258066332	0.8021168926729493	0.7102951115116017
0.8065451898380969	0.7094430992736077	0.7762359106532624	0.7195314259968462
0.7894687565122547	0.7187904724365111	0.7773823993489076	0.7166028384771345
0.7511333617596713	0.7342192691029901	1.0252166792975268	0.6465420139671098
0.77283824587655	0.7197477335435554	0.7229719823694197	0.7508447848614552
0.6901417023172061	0.7591643673630272	0.7571318295523507	0.7256138769993242
0.6952353277395179	0.752463539613717	0.7515318600490679	0.7348501914845686
0.6584512235190768	0.7723970944309927	0.6581538552554724	0.7724712773147105
0.6320840232013427	0.7795483979953827	0.6323911504021473	0.7846361793196666
0.6337455776610537	0.777633875781294	0.6750097730106587	0.7713448974994368
0.6311289666807794	0.7825328002702855	0.6326633257139747	0.7801306600585718
0.5851117620543858	0.7970043358297202	0.6093987655763181	0.7913944582113088
0.5746268518631963	0.8038177825328002	0.6173715570483774	0.7783284523541338
0.559661286899156	0.8050002815473845	0.6309856381951272	0.7848614552827213
0.5372909740275564	0.8149670589560223	0.6192375187482831	0.792971389952692
0.518028282143859	0.8225688383354919	0.5460001232388267	0.814823158369002
0.512977186996756	0.8207669350751732	0.5497591010781392	0.8141473304798378
0.48595938792173116	0.8329860915592094	0.5566714009902423	0.8123451227753998
0.47966574911692905	0.8360268033109972	0.5700426944326941	0.8100923631448524
0.4906836004869124	0.8329297820823245	0.5195933052630918	0.8204550574453706
0.48009385457949916	0.8368714454642716	0.5414841709292185	0.8150484343320568
0.46489829861424353	0.8395179908778647	0.5080812654266434	0.8299166478936697
0.4539958595846934	0.8463877470578298	0.5609856547469302	0.8019824284748818
0.505132267688455	0.8241455036882708	0.5323913603128144	0.8150484343320568
0.46643900960218976	0.8394616814009798	0.5296595646444004	0.8173011939626041
0.4791112446329858	0.8305647840531561	0.5389607376170389	0.8173011939626041
0.4546014110266313	0.8423897741989977	0.5114097751175184	0.8242847488173012
0.42990090260299463	0.8529196463764852	0.5045075845707642	0.8290155440414507
0.40810752462559413	0.8591136888338308	0.5007381303322748	0.8233836449650822
0.42952334406414955	0.8505546483473169	0.5629929005629739	0.8040099121423744
0.44436897585719437	0.8441353679824315	0.4995757604496628	0.8269880603739581
0.38952032259049074	0.8663776113519905	0.520884703880872	0.8312683036719982
0.4094347375169169	0.8538205980066446	0.46746989321966487	0.844559585492228
0.3837868282303455	0.8636747564615125	0.46435638578068594	0.843658481640009
0.3847593880295787	0.8650261839067515	0.5168675522421308	0.8204550574453706
0.3639581942284414	0.8724027253786812	0.44824796439721043	0.850642036494706
0.36933982191714654	0.8700377273495129	0.4560169398744355	0.845460689344447
0.34334907643369034	0.876851174052593	0.469786081430369	0.8341968911917098
0.33586473433483666	0.8815811701109296	0.4207842316034544	0.857625591349403
0.3242540383696039	0.8850160482009122	0.4557012422620834	0.8447848614552828
0.3520556740465717	0.8739230812545752	0.46035024555289655	0.8497409326424871
0.34357085765277395	0.8743172475927699	0.4047072678233729	0.8659608019824285
0.31150067926923247	0.8876625936145053	0.4478232335885867	0.8510925884208155
0.3240215799780846	0.8861422377386114	0.42575370253649725	0.8598783509799505
0.34162095944263476	0.8782026014978321	0.46902241037353304	0.8447848614552828
0.3174075955031349	0.8875499746607354	0.42325782226694414	0.8558233836449651
0.29921499974750854	0.8917731854271074	0.43502584001077516	0.8569497634602388
0.28770742228797874	0.8962779435779041	0.46324241999893423	0.8490651047533229
0.3124448176312067	0.8886761641984346	0.409765456792443	0.8646091462041
