train_losses	train_accuracies	val_losses	val_accuracies
1.9077855900498055	0.24674812770989357	1.8841273771478508	0.2554629421040775
1.8379348050139026	0.26161382960752294	1.738452515641857	0.3111061049785988
1.8032321591884464	0.2817726223323385	1.786266627599592	0.261995945032665
1.70267050080595	0.2987217748747114	1.591549705347249	0.3394908763234963
1.5196306179004637	0.37547159186891155	1.4114640352290395	0.43500788465870693
1.402403072621064	0.42423559885128664	1.346823071729871	0.45505744537057896
1.3033234111037943	0.47238020158792726	1.377907786801152	0.4510024780355936
1.249508314233648	0.5069542203952925	1.170136897513984	0.5478711421491327
1.191377829965677	0.5336449124387634	1.2113465617760584	0.5352556882180671
1.1347192161503028	0.5639957204797568	1.184269187175951	0.5395359315161072
1.1465567580831568	0.5612928655892787	1.1534861509368666	0.5501239017796801
1.141266245671211	0.5630384593727125	1.0866082226754739	0.5814372606442892
1.075782272365825	0.5883777239709443	1.1572680328042155	0.530975444920027
1.0716043970553857	0.5876457007714398	1.0187328302744783	0.6152286551025006
1.0211983496920336	0.6087617546032997	1.1005957726826403	0.5839152962378914
1.0292774715484803	0.6039754490680782	1.0809098270783206	0.5771570173462491
1.003670932016996	0.6149557970606453	1.01126673185871	0.6199594503266501
0.9811502672327861	0.6335942339095669	1.0546681782393124	0.5931516107231358
0.9525192620464391	0.6441241060870545	0.935606837192079	0.6587069159720658
0.9179726872192295	0.6608480207218875	0.9783585178043747	0.6397837350754675
0.9196413128760909	0.6645081367194099	0.8838816026117007	0.6839378238341969
0.86611588948468	0.6858494284588096	0.9224748562842668	0.6726740256814598
0.8319812014877705	0.7028548904780675	0.8122375495773791	0.7093940076593828
0.8019500775100666	0.7102877414268821	0.8432028543763828	0.6938499662086055
0.7869920240100208	0.7192972577284757	0.7422249002160186	0.7355260193737329
0.7295472069805328	0.7433414043583535	0.7587427019696967	0.7348501914845686
0.7214571137881788	0.748240328847345	0.7264852497888648	0.7440865059698131
0.7281782394446555	0.7419336674362296	0.7377083862410604	0.7382293309303898
0.6954717889207461	0.750999493214708	0.7288375470814981	0.7470150934895247
0.7274611688048206	0.7464947350639113	0.7552818883832282	0.7213336337012841
0.694726494231386	0.7570246072413988	0.7586494472736334	0.7274160847037621
0.6754548200260607	0.7610788895771158	0.6942476245110356	0.7558008560486597
0.6371041154584891	0.7761698293822851	0.6736615691052871	0.7648118945708493
0.6599516030018163	0.7680049552339658	0.711553224332431	0.7474656454156342
0.6248622481414438	0.7814066107325863	0.6373936465716249	0.7758504167605317
0.5994491220104566	0.7908102933723745	0.6383835372287804	0.7830592475782834
0.5646955043193261	0.8039867109634552	0.6169236616981972	0.787790042802433
0.5834963301380137	0.7956529083844811	0.6368782805225607	0.7756251407974769
0.5450383492656989	0.8100118249901458	0.6030105147498178	0.7886911466546519
0.556852853770084	0.8046061152091897	0.6453213653845893	0.7765262446496959
0.5486627257389155	0.8061827805619686	0.586112867056397	0.7958999774724037
0.5215551988288044	0.81823300861535	0.5799067489170067	0.7983780130660059
0.5149866108710691	0.8200912213525536	0.6421711475200872	0.7830592475782834
0.5312872917522308	0.8169942001238808	0.5808481091071582	0.8028835323271007
0.49469916986596163	0.8281434765471029	0.5624382632840563	0.8091912592926335
0.4752951704762367	0.8351258516808379	0.545578750485261	0.8116692948862356
0.4855334007365457	0.8313531167295456	0.592439118014931	0.799954944807389
0.4750180521760614	0.8351258516808379	0.5588583130104957	0.8042351881054292
0.46971814693769054	0.8368151359873867	0.6816912411596088	0.772020725388601
0.4710293535183622	0.8354637085421477	0.5037546498559569	0.823608920928137
0.4340695139842767	0.8457683428120952	0.527739230920184	0.8159495381842757
0.41364337872012963	0.8543273832986091	0.4853203105990966	0.8452354133813922
0.47645050799083427	0.8316909735908553	0.5755912499751129	0.8089659833295787
0.4517594386938691	0.8411509657075286	0.49057695462940565	0.8321694075242172
0.38301801815099545	0.8647446365223267	0.44948765058108187	0.8488398287902681
0.36525866816196767	0.8689115378118137	0.4910891043304672	0.831493579635053
0.3584635626478328	0.874148319162115	0.44848100976998756	0.8542464519035818
0.3419329403062159	0.8789346246973365	0.47060951742940077	0.8429826537508448
0.3527046833964536	0.8772453403907877	0.4803675641466245	0.8425321018247353
0.37507904836861516	0.8664902303057604	0.5304707498345242	0.8290155440414507
0.34371415996774374	0.8757812939917788	0.4657659902648363	0.8497409326424871
0.3462301150700203	0.8766259361450532	0.43300979209660573	0.8574003153863483
0.3288378583461263	0.882425812264204	0.44705143758884874	0.8546970038296914
0.30364018602812637	0.8924488991497269	0.4224802176609692	0.8679882856499211
0.3242440139333087	0.8851849766315671	0.40884390287394995	0.8670871817977022
0.29204161048063026	0.8967847288698688	0.4796241153452036	0.8429826537508448
0.2689680737954109	0.9047243651106481	0.39655231730603346	0.8704663212435233
0.27742717198822386	0.903541866096064	0.49842398491333295	0.8400540662311331
0.31471314321123295	0.8878315220451602	0.4289228354697562	0.8583014192385673
0.24171652278238148	0.9153668562419055	0.4028416008502413	0.8668619058346474
0.25307312801927523	0.9100174559378343	0.40899835044560495	0.8704663212435233
